Date,Action,Instrument,AssetType,Quantity,Price,Fees,Tax,Currency
2023-06-29,DIV,ETF_EU,fund,0,0.0,0.0,3.6,EUR
2023-07-06,BUY,AAPL,stock,5,140.0,3.9,0.0,USD
2023-07-06,BUY,ETF_EU,fund,9,100.0,3.9,0.0,EUR
2023-07-06,BUY,BOND_US,bond,10,95.0,3.9,0.0,USD
2023-07-13,SELL,AAPL,stock,7,140.96517794751634,3.9,0.0,USD
2023-07-13,SELL,ETF_EU,fund,8,98.3181246623902,3.9,0.0,EUR
2023-07-13,SELL,BOND_US,bond,9,95.72356996074407,3.9,0.0,USD
2023-07-27,DIV,ETF_EU,fund,0,0.0,0.0,3.72,EUR
2023-08-03,BUY,AAPL,stock,12,140.0,3.9,0.0,USD
2023-08-03,BUY,ETF_EU,fund,9,100.0,3.9,0.0,EUR
2023-08-03,BUY,BOND_US,bond,12,95.0,3.9,0.0,USD
2023-08-10,SELL,AAPL,stock,5,141.74424436841184,3.9,0.0,USD
2023-08-10,SELL,ETF_EU,fund,3,99.86156547474967,3.9,0.0,EUR
2023-08-10,SELL,BOND_US,bond,6,99.57972547098001,3.9,0.0,USD
2023-08-24,DIV,ETF_EU,fund,0,0.0,0.0,4.44,EUR
2023-08-31,DIV,ETF_EU,fund,0,0.0,0.0,4.44,EUR
2023-09-07,SELL,AAPL,stock,7,137.51669632087456,3.9,0.0,USD
2023-09-07,SELL,ETF_EU,fund,10,100.16669331400429,3.9,0.0,EUR
2023-09-07,SELL,BOND_US,bond,5,97.10849951545494,3.9,0.0,USD
2023-09-21,DIV,ETF_EU,fund,0,0.0,0.0,3.24,EUR
2023-09-28,DIV,ETF_EU,fund,0,0.0,0.0,3.24,EUR
2023-10-05,BUY,AAPL,stock,7,140.0,3.9,0.0,USD
2023-10-05,BUY,ETF_EU,fund,10,100.0,3.9,0.0,EUR
2023-10-05,BUY,BOND_US,bond,6,95.0,3.9,0.0,USD
2023-10-12,SELL,AAPL,stock,4,144.31205118220592,3.9,0.0,USD
2023-10-12,SELL,ETF_EU,fund,10,100.92770125403435,3.9,0.0,EUR
2023-10-12,SELL,BOND_US,bond,9,98.92979888140653,3.9,0.0,USD
2023-10-26,DIV,ETF_EU,fund,0,0.0,0.0,3.24,EUR
2023-11-02,BUY,AAPL,stock,9,140.0,3.9,0.0,USD
2023-11-02,BUY,ETF_EU,fund,11,100.0,3.9,0.0,EUR
2023-11-02,BUY,BOND_US,bond,12,95.0,3.9,0.0,USD
2023-11-09,SELL,AAPL,stock,2,144.82050238060523,3.9,0.0,USD
2023-11-09,SELL,ETF_EU,fund,3,104.91093290520462,3.9,0.0,EUR
2023-11-09,SELL,BOND_US,bond,2,95.60531415008731,3.9,0.0,USD
2023-11-23,DIV,ETF_EU,fund,0,0.0,0.0,4.2,EUR
2023-11-30,DIV,ETF_EU,fund,0,0.0,0.0,4.2,EUR
2023-12-07,SELL,AAPL,stock,10,146.70516109858312,3.9,0.0,USD
2023-12-07,SELL,ETF_EU,fund,2,103.86830093297796,3.9,0.0,EUR
2023-12-07,SELL,BOND_US,bond,3,93.34486541977934,3.9,0.0,USD
2023-12-21,DIV,ETF_EU,fund,0,0.0,0.0,3.96,EUR
2023-12-28,DIV,ETF_EU,fund,0,0.0,0.0,3.96,EUR
2024-01-04,BUY,AAPL,stock,5,140.0,3.9,0.0,USD
2024-01-04,BUY,ETF_EU,fund,9,100.0,3.9,0.0,EUR
2024-01-04,BUY,BOND_US,bond,11,95.0,3.9,0.0,USD
2024-01-11,SELL,AAPL,stock,7,143.97880109225537,3.9,0.0,USD
2024-01-11,SELL,ETF_EU,fund,6,104.99802371300291,3.9,0.0,EUR
2024-01-11,SELL,BOND_US,bond,7,99.17255225251334,3.9,0.0,USD
2024-01-25,DIV,ETF_EU,fund,0,0.0,0.0,4.32,EUR
2024-02-01,BUY,AAPL,stock,11,140.0,3.9,0.0,USD
2024-02-01,BUY,ETF_EU,fund,9,100.0,3.9,0.0,EUR
2024-02-01,BUY,BOND_US,bond,9,95.0,3.9,0.0,USD
2024-02-08,SELL,AAPL,stock,6,144.61939578001608,3.9,0.0,USD
2024-02-08,SELL,ETF_EU,fund,4,99.73143671220238,3.9,0.0,EUR
2024-02-08,SELL,BOND_US,bond,10,93.95891011075744,3.9,0.0,USD
2024-02-22,DIV,ETF_EU,fund,0,0.0,0.0,4.92,EUR
2024-02-29,DIV,ETF_EU,fund,0,0.0,0.0,4.92,EUR
2024-03-07,SELL,AAPL,stock,4,139.8923716108539,3.9,0.0,USD
2024-03-07,SELL,ETF_EU,fund,5,99.60049963852424,3.9,0.0,EUR
2024-03-07,SELL,BOND_US,bond,2,98.13404422894533,3.9,0.0,USD
2024-03-21,DIV,ETF_EU,fund,0,0.0,0.0,4.32,EUR
2024-03-28,DIV,ETF_EU,fund,0,0.0,0.0,4.32,EUR
2024-04-04,BUY,AAPL,stock,6,140.0,3.9,0.0,USD
2024-04-04,BUY,ETF_EU,fund,12,100.0,3.9,0.0,EUR
2024-04-04,BUY,BOND_US,bond,11,95.0,3.9,0.0,USD
2024-04-11,SELL,AAPL,stock,3,141.86686482853236,3.9,0.0,USD
2024-04-11,SELL,ETF_EU,fund,4,101.64114450778396,3.9,0.0,EUR
2024-04-11,SELL,BOND_US,bond,2,96.77018047785033,3.9,0.0,USD
2024-04-25,DIV,ETF_EU,fund,0,0.0,0.0,5.28,EUR
2024-05-02,BUY,AAPL,stock,9,140.0,3.9,0.0,USD
2024-05-02,BUY,ETF_EU,fund,13,100.0,3.9,0.0,EUR
2024-05-02,BUY,BOND_US,bond,5,95.0,3.9,0.0,USD
2024-05-09,SELL,AAPL,stock,8,144.60034510560146,3.9,0.0,USD
2024-05-09,SELL,ETF_EU,fund,6,102.47552949881971,3.9,0.0,EUR
2024-05-09,SELL,BOND_US,bond,4,99.10595454019958,3.9,0.0,USD
2024-05-23,DIV,ETF_EU,fund,0,0.0,0.0,6.12,EUR
2024-05-30,DIV,ETF_EU,fund,0,0.0,0.0,6.12,EUR
2024-06-06,BUY,AAPL,stock,6,140.0,3.9,0.0,USD
2024-06-06,BUY,ETF_EU,fund,10,100.0,3.9,0.0,EUR
2024-06-06,BUY,BOND_US,bond,6,95.0,3.9,0.0,USD
2024-06-13,SELL,AAPL,stock,3,143.43911435189838,3.9,0.0,USD
2024-06-13,SELL,ETF_EU,fund,4,104.32911086145624,3.9,0.0,EUR
2024-06-13,SELL,BOND_US,bond,5,96.7405179408791,3.9,0.0,USD
2024-06-27,DIV,ETF_EU,fund,0,0.0,0.0,6.84,EUR
2024-07-04,BUY,AAPL,stock,5,140.0,3.9,0.0,USD
2024-07-04,BUY,ETF_EU,fund,12,100.0,3.9,0.0,EUR
2024-07-04,BUY,BOND_US,bond,11,95.0,3.9,0.0,USD
2024-07-11,SELL,AAPL,stock,4,144.03689034063592,3.9,0.0,USD
2024-07-11,SELL,ETF_EU,fund,5,101.21542765562322,3.9,0.0,EUR
2024-07-11,SELL,BOND_US,bond,2,96.37257334897893,3.9,0.0,USD
2024-07-25,DIV,ETF_EU,fund,0,0.0,0.0,7.68,EUR
2024-08-01,BUY,AAPL,stock,8,140.0,3.9,0.0,USD
2024-08-01,BUY,ETF_EU,fund,12,100.0,3.9,0.0,EUR
2024-08-01,BUY,BOND_US,bond,9,95.0,3.9,0.0,USD
2024-08-08,SELL,AAPL,stock,3,143.28389570733648,3.9,0.0,USD
2024-08-08,SELL,ETF_EU,fund,3,100.30126127201255,3.9,0.0,EUR
2024-08-08,SELL,BOND_US,bond,4,96.67280172114856,3.9,0.0,USD
2024-08-22,DIV,ETF_EU,fund,0,0.0,0.0,8.76,EUR
2024-08-29,DIV,ETF_EU,fund,0,0.0,0.0,8.76,EUR
2024-09-05,BUY,AAPL,stock,11,140.0,3.9,0.0,USD
2024-09-05,BUY,ETF_EU,fund,11,100.0,3.9,0.0,EUR
2024-09-05,BUY,BOND_US,bond,10,95.0,3.9,0.0,USD
2024-09-12,SELL,AAPL,stock,9,138.96465926902312,3.9,0.0,USD
2024-09-12,SELL,ETF_EU,fund,5,100.41967098326705,3.9,0.0,EUR
2024-09-12,SELL,BOND_US,bond,4,98.91421207228187,3.9,0.0,USD
2024-09-26,DIV,ETF_EU,fund,0,0.0,0.0,9.48,EUR
2024-10-03,BUY,AAPL,stock,6,140.0,3.9,0.0,USD
2024-10-03,BUY,ETF_EU,fund,14,100.0,3.9,0.0,EUR
2024-10-03,BUY,BOND_US,bond,7,95.0,3.9,0.0,USD
2024-10-10,SELL,AAPL,stock,4,145.2535482410756,3.9,0.0,USD
2024-10-10,SELL,ETF_EU,fund,3,99.95013237322371,3.9,0.0,EUR
2024-10-10,SELL,BOND_US,bond,7,93.68987184948442,3.9,0.0,USD
2024-10-24,DIV,ETF_EU,fund,0,0.0,0.0,10.8,EUR
2024-10-31,DIV,ETF_EU,fund,0,0.0,0.0,10.8,EUR
2024-11-07,SELL,AAPL,stock,2,142.43735033657873,3.9,0.0,USD
2024-11-07,SELL,ETF_EU,fund,3,98.90123878809752,3.9,0.0,EUR
2024-11-07,SELL,BOND_US,bond,10,93.71373239842116,3.9,0.0,USD
2024-11-21,DIV,ETF_EU,fund,0,0.0,0.0,10.44,EUR
2024-11-28,DIV,ETF_EU,fund,0,0.0,0.0,10.44,EUR
2024-12-05,BUY,AAPL,stock,13,140.0,3.9,0.0,USD
2024-12-05,BUY,ETF_EU,fund,10,100.0,3.9,0.0,EUR
2024-12-05,BUY,BOND_US,bond,12,95.0,3.9,0.0,USD
2024-12-12,SELL,AAPL,stock,2,139.9134009518426,3.9,0.0,USD
2024-12-12,SELL,ETF_EU,fund,2,98.59161905376477,3.9,0.0,EUR
2024-12-12,SELL,BOND_US,bond,4,94.32706477871992,3.9,0.0,USD
2024-12-26,DIV,ETF_EU,fund,0,0.0,0.0,11.4,EUR
2025-01-02,BUY,AAPL,stock,12,140.0,3.9,0.0,USD
2025-01-02,BUY,ETF_EU,fund,10,100.0,3.9,0.0,EUR
2025-01-02,BUY,BOND_US,bond,14,95.0,3.9,0.0,USD
2025-01-09,SELL,AAPL,stock,8,142.40640438894064,3.9,0.0,USD
2025-01-09,SELL,ETF_EU,fund,3,103.23229656693628,3.9,0.0,EUR
2025-01-09,SELL,BOND_US,bond,9,93.98522757510673,3.9,0.0,USD
2025-01-23,DIV,ETF_EU,fund,0,0.0,0.0,12.24,EUR
2025-01-30,DIV,ETF_EU,fund,0,0.0,0.0,12.24,EUR
2025-02-06,BUY,AAPL,stock,7,140.0,3.9,0.0,USD
2025-02-06,BUY,ETF_EU,fund,11,100.0,3.9,0.0,EUR
2025-02-06,BUY,BOND_US,bond,6,95.0,3.9,0.0,USD
2025-02-13,SELL,AAPL,stock,7,142.41964921125924,3.9,0.0,USD
2025-02-13,SELL,ETF_EU,fund,10,103.16183644265674,3.9,0.0,EUR
2025-02-13,SELL,BOND_US,bond,8,95.24182645112813,3.9,0.0,USD
2025-02-27,DIV,ETF_EU,fund,0,0.0,0.0,12.36,EUR
2025-03-06,BUY,AAPL,stock,11,140.0,3.9,0.0,USD
2025-03-06,BUY,ETF_EU,fund,10,100.0,3.9,0.0,EUR
2025-03-06,BUY,BOND_US,bond,14,95.0,3.9,0.0,USD
2025-03-13,SELL,AAPL,stock,10,145.92716735125097,3.9,0.0,USD
2025-03-13,SELL,ETF_EU,fund,5,101.3177895900139,3.9,0.0,EUR
2025-03-13,SELL,BOND_US,bond,4,97.414671887939,3.9,0.0,USD
2025-03-27,DIV,ETF_EU,fund,0,0.0,0.0,12.96,EUR
2025-04-03,BUY,AAPL,stock,6,140.0,3.9,0.0,USD
2025-04-03,BUY,ETF_EU,fund,8,100.0,3.9,0.0,EUR
2025-04-03,BUY,BOND_US,bond,10,95.0,3.9,0.0,USD
2025-04-10,SELL,AAPL,stock,3,142.6658742063143,3.9,0.0,USD
2025-04-10,SELL,ETF_EU,fund,9,101.02161682360776,3.9,0.0,EUR
2025-04-10,SELL,BOND_US,bond,4,95.61883796257607,3.9,0.0,USD
